USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                             
MD	24031701316	25548210	147852	9.864	0.057	39.1586446	-77.0066759                                                                                                                                       
MD	24031701317	35223957	1582278	13.6	0.611	39.1984774	-77.0496568                                                                                                                                       
MD	24031701407	9879867	50959	3.815	0.02	39.1081025	-77.0147455                                                                                                                                          
MD	24031701408	25437585	825663	9.822	0.319	39.1262319	-76.9696305                                                                                                                                       
MD	24031701409	6668709	8219	2.575	0.003	39.1003467	-76.9522476                                                                                                                                          
MD	24031701414	5750561	19555	2.22	0.008	39.0726448	-76.9660918                                                                                                                                          
MD	24031701415	7115743	15071	2.747	0.006	39.0843083	-76.9894825                                                                                                                                         
MD	24031701417	2149857	501	0.83	0.	39.0769598	-76.9381795                                                                                                                                               
MD	24031701418	1204590	0	0.465	0.	39.0709656	-76.9467203                                                                                                                                                
MD	24031701422	323524	0	0.125	0.	39.0829685	-76.9437971                                                                                                                                                 
MD	24031701423	1044573	21240	0.403	0.008	39.0864582	-76.9382912                                                                                                                                         
MD	24031701424	2204125	2661	0.851	0.001	39.0651575	-76.9538478                                                                                                                                          
MD	24031701425	4808507	33251	1.857	0.013	39.0504895	-76.9597374                                                                                                                                         
MD	24031701426	4733807	169513	1.828	0.065	39.1131808	-76.9207785                                                                                                                                        
MD	24031701427	4704346	127958	1.816	0.049	39.1002506	-76.9157945                                                                                                                                        
MD	24031701503	4487400	15457	1.733	0.006	39.0601655	-76.9902806                                                                                                                                         
MD	24031701505	3340981	1699	1.29	0.001	39.0300467	-76.9933235                                                                                                                                           
MD	24031701506	6061219	5209	2.34	0.002	39.0548604	-77.0050149                                                                                                                                           
MD	24031701507	5548300	4399	2.142	0.002	39.0833905	-77.013595                                                                                                                                           
MD	24031701508	915142	389	0.353	0.	39.0453954	-76.9770714                                                                                                                                               
MD	24031701509	4085037	0	1.577	0.	39.0331015	-76.9767518                                                                                                                                                
MD	24031701601	301675	0	0.116	0.	39.0147267	-76.9763685                                                                                                                                                 
MD	24031701602	1681986	131	0.649	0.	39.0107123	-76.9847238                                                                                                                                              
MD	24031701701	913040	1381	0.353	0.001	38.9767741	-77.0074384                                                                                                                                           
MD	24031701702	539704	0	0.208	0.	38.9896313	-77.0027324                                                                                                                                                 
MD	24031701703	1102887	0	0.426	0.	38.9844888	-76.9911737                                                                                                                                                
MD	24031701704	1287357	7973	0.497	0.003	38.9758298	-76.9981538                                                                                                                                          
MD	24031701800	1501868	4700	0.58	0.002	38.9824111	-77.0121085                                                                                                                                           
MD	24031701900	480012	0	0.185	0.	38.9927913	-76.9999195                                                                                                                                                 
MD	24031702000	980655	0	0.379	0.	38.9951964	-76.9932806                                                                                                                                                 
MD	24031702101	1638202	22613	0.633	0.009	39.0084284	-76.9944183                                                                                                                                         
MD	24031702102	1630456	26309	0.63	0.01	39.0219894	-77.0047129                                                                                                                                           
MD	24031702200	1653437	0	0.638	0.	39.0093138	-77.0065074                                                                                                                                                
MD	24031702301	578454	0	0.223	0.	39.0002187	-77.0041516                                                                                                                                                 
MD	24031702302	1546299	3511	0.597	0.001	39.0094941	-77.0189819                                                                                                                                          
MD	24031702401	1011100	0	0.39	0.	38.9891295	-77.0086375                                                                                                                                                 
MD	24031702402	964624	0	0.372	0.	38.9929711	-77.0178539                                                                                                                                                 
MD	24031702501	333229	0	0.129	0.	38.9908535	-77.02863                                                                                                                                                   
MD	24031702502	383501	0	0.148	0.	38.9879974	-77.0247984                                                                                                                                                 
MD	24031702503	408458	0	0.158	0.	38.997102	-77.0281693                                                                                                                                                  
MD	24031702602	484669	0	0.187	0.	38.9936755	-77.0480743                                                                                                                                                 
MD	24031702603	111683	0	0.043	0.	38.9907396	-77.0314179                                                                                                                                                 
MD	24031702604	234021	0	0.09	0.	38.9940399	-77.0349117                                                                                                                                                  
MD	24031702700	3453511	49346	1.333	0.019	38.9992707	-77.0552841                                                                                                                                         
MD	24031702800	1673498	0	0.646	0.	39.0059732	-77.0431441                                                                                                                                                
MD	24031702900	2565054	0	0.99	0.	39.0056401	-77.0277748                                                                                                                                                 
MD	24031703000	1087773	0	0.42	0.	39.0183846	-77.0213915                                                                                                                                                 
MD	24031703100	1811567	0	0.699	0.	39.0264084	-77.0220358                                                                                                                                                
MD	24031703201	4257516	21259	1.644	0.008	39.080826	-77.092528                                                                                                                                           
MD	24031703202	4115202	15450	1.589	0.006	39.0951706	-77.0938453                                                                                                                                         
MD	24031703206	2663393	4563	1.028	0.002	39.0724469	-77.0546839                                                                                                                                          
MD	24031703207	3991091	28491	1.541	0.011	39.0540685	-77.0334936                                                                                                                                         
MD	24031703208	3621453	54892	1.398	0.021	39.0527225	-77.014166                                                                                                                                          
MD	24031703209	1785014	1821	0.689	0.001	39.0389118	-77.0339921                                                                                                                                          
MD	24031703210	1539553	17284	0.594	0.007	39.0325523	-77.0141838                                                                                                                                         
MD	24031703213	588534	889	0.227	0.	39.0891297	-77.0755351                                                                                                                                               
MD	24031703214	1800885	117	0.695	0.	39.0850135	-77.0677793                                                                                                                                              
MD	24031703215	1408606	0	0.544	0.	39.0846638	-77.0540058                                                                                                                                                
MD	24031703216	1342662	568	0.518	0.	39.0976145	-77.0705409                                                                                                                                              
MD	24031703218	611972	4362	0.236	0.002	39.1071892	-77.071024                                                                                                                                            
MD	24031703219	967149	14602	0.373	0.006	39.1059788	-77.0631981                                                                                                                                          
MD	24031703220	2206440	16023	0.852	0.006	39.0960373	-77.0511748                                                                                                                                         
MD	24031703221	3285909	7936	1.269	0.003	39.1089671	-77.0469507                                                                                                                                          
MD	24031703222	1609508	18251	0.621	0.007	39.0666172	-77.0410781                                                                                                                                         
MD	24031703223	4637643	58073	1.791	0.022	39.0805511	-77.0382996                                                                                                                                         
MD	24031703301	1502778	0	0.58	0.	39.0700877	-77.0936023                                                                                                                                                 
MD	24031703302	1658961	16924	0.641	0.007	39.0736794	-77.0819211                                                                                                                                         
MD	24031703401	1780785	0	0.688	0.	39.061611	-77.079775                                                                                                                                                  
MD	24031703402	1265669	0	0.489	0.	39.0695576	-77.0690635                                                                                                                                                
MD	24031703403	1214585	0	0.469	0.	39.061654	-77.0623465                                                                                                                                                 
MD	24031703404	572813	0	0.221	0.	39.0548319	-77.0701459                                                                                                                                                 
MD	24031703501	2203333	82062	0.851	0.032	39.0533187	-77.0882029                                                                                                                                         
MD	24031703502	1418337	7408	0.548	0.003	39.0379826	-77.0818199                                                                                                                                          
MD	24031703601	1779494	0	0.687	0.	39.041529	-77.0693759                                                                                                                                                 
MD	24031703602	1104458	783	0.426	0.	39.0315386	-77.0621522                                                                                                                                              
MD	24031703701	1190992	0	0.46	0.	39.0532841	-77.0624733                                                                                                                                                 
MD	24031703702	1242456	0	0.48	0.	39.0486516	-77.0563037                                                                                                                                                 
MD	24031703800	1215086	139	0.469	0.	39.03606	-77.054713                                                                                                                                                 
MD	24031703901	1419583	5035	0.548	0.002	39.0202612	-77.0362582                                                                                                                                          
MD	24031703902	2174196	0	0.839	0.	39.0322535	-77.0397148                                                                                                                                                
MD	24031704000	2264881	181	0.874	0.	39.021678	-77.0544179                                                                                                                                               
MD	24031704100	3761750	43805	1.452	0.017	39.0169675	-77.0745888                                                                                                                                         
MD	24031704200	1301546	0	0.503	0.	39.0268367	-77.0737102                                                                                                                                                
MD	24031704300	2027754	50798	0.783	0.02	39.0231982	-77.0894389                                                                                                                                          
MD	24031704401	2263541	1986	0.874	0.001	39.0218818	-77.1147298                                                                                                                                          
MD	24031704403	250465	0	0.097	0.	39.0165836	-77.1050193                                                                                                                                                 
MD	24031704404	2658633	1576	1.027	0.001	39.0120658	-77.0997918                                                                                                                                          
MD	24031704501	2216362	404	0.856	0.	39.01776	-77.1345988                                                                                                                                                
MD	24031704502	2113863	0	0.816	0.	39.0089751	-77.1363213                                                                                                                                                
MD	24031704503	1684086	0	0.65	0.	39.00658	-77.1190762                                                                                                                                                   
MD	24031704600	1899131	0	0.733	0.	38.9970312	-77.1177739                                                                                                                                                
MD	24031704700	2029230	0	0.783	0.	38.9850986	-77.1073449                                                                                                                                                
MD	24031704803	609664	0	0.235	0.	38.9779198	-77.0964429                                                                                                                                                 
MD	24031704804	344517	0	0.133	0.	38.9834063	-77.093526                                                                                                                                                  
MD	24031704805	309190	0	0.119	0.	38.9865015	-77.0933803                                                                                                                                                 
MD	24031704806	407573	0	0.157	0.	38.9906261	-77.0980578                                                                                                                                                 
MD	24031705000	4558191	11079	1.76	0.004	38.9984654	-77.0906078                                                                                                                                          
MD	24031705100	3416280	6819	1.319	0.003	38.9954347	-77.0730231                                                                                                                                          
MD	24031705200	1817807	1853	0.702	0.001	38.9837902	-77.065309                                                                                                                                           
MD	24031705300	1077904	0	0.416	0.	38.9698497	-77.0793222                                                                                                                                                
MD	24031705400	1965939	0	0.759	0.	38.9786948	-77.0836487                                                                                                                                                
MD	24031705501	496065	0	0.192	0.	38.9607393	-77.0902928                                                                                                                                                 
MD	24031705502	2648848	0	1.023	0.	38.9703808	-77.101874                                                                                                                                                 
MD	24031705601	1179882	5940	0.456	0.002	38.9566642	-77.1006777                                                                                                                                          
MD	24031705602	227053	0	0.088	0.	38.9644227	-77.0907661                                                                                                                                                 
MD	24031705701	1918394	0	0.741	0.	38.9658091	-77.115724                                                                                                                                                 
MD	24031705702	2477694	125630	0.957	0.049	38.9542113	-77.1108685                                                                                                                                        
MD	24031705800	6820690	2804872	2.633	1.083	38.9660822	-77.1596982                                                                                                                                       
MD	24031705901	5092489	23248	1.966	0.009	38.9959383	-77.1411785                                                                                                                                         
MD	24031705902	3654439	10972	1.411	0.004	38.9798697	-77.1410698                                                                                                                                         
MD	24031705903	2848349	0	1.1	0.	38.9817886	-77.1224382                                                                                                                                                  
MD	24031706005	10142791	34264	3.916	0.013	39.0201034	-77.1887353                                                                                                                                        
MD	24031706007	12808736	87675	4.945	0.034	39.0439125	-77.210422                                                                                                                                         
MD	24031706008	19311750	3943618	7.456	1.523	38.9966198	-77.2227804                                                                                                                                      
MD	24031706009	11726468	92064	4.528	0.036	38.9959125	-77.1938101                                                                                                                                        
MD	24031706010	2000076	4672	0.772	0.002	39.0254825	-77.1669436                                                                                                                                          
MD	24031706011	3798914	829	1.467	0.	39.0379466	-77.1759645                                                                                                                                              
MD	24031706012	2082169	40250	0.804	0.016	39.0301126	-77.1523847                                                                                                                                         
MD	24031706013	4126706	36841	1.593	0.014	39.0095058	-77.1589988                                                                                                                                         
MD	24033800102	1344342	0	0.519	0.	39.1061029	-76.8569904                                                                                                                                                
MD	24033800103	2284366	0	0.882	0.	39.0966921	-76.8401149                                                                                                                                                
MD	24033800105	2077269	1651	0.802	0.001	39.1059782	-76.8746806                                                                                                                                          
MD	24033800106	2236037	51673	0.863	0.02	39.0953558	-76.8795704                                                                                                                                          
MD	24033800108	916052	0	0.354	0.	39.0957097	-76.8603976                                                                                                                                                 
MD	24033800109	877323	0	0.339	0.	39.0989194	-76.8657097                                                                                                                                                 
MD	24033800203	10538316	296165	4.069	0.114	39.1017126	-76.899811                                                                                                                                        
MD	24033800206	7884451	55587	3.044	0.021	39.0425507	-76.8264852                                                                                                                                         
MD	24033800209	721761	0	0.279	0.	39.0865559	-76.8499027                                                                                                                                                 
MD	24033800210	938549	0	0.362	0.	39.0769091	-76.8552654                                                                                                                                                 
MD	24033800211	2999983	9662	1.158	0.004	39.0771053	-76.8420634                                                                                                                                          
MD	24033800212	4271544	8201	1.649	0.003	39.0789014	-76.8838574                                                                                                                                          
MD	24033800213	2389032	8137	0.922	0.003	39.0861685	-76.8633956                                                                                                                                          
MD	24033800216	3050885	17537	1.178	0.007	39.0652176	-76.8696671                                                                                                                                         
MD	24033800217	2907673	5519	1.123	0.002	39.0546111	-76.8493195                                                                                                                                          
MD	24033800218	2086674	0	0.806	0.	39.0693303	-76.8592109                                                                                                                                                
MD	24033800401	4912979	34739	1.897	0.013	38.9947113	-76.7251021                                                                                                                                         
MD	24033800402	3500727	0	1.352	0.	38.9837933	-76.7438263                                                                                                                                                
MD	24033800403	3230805	1039	1.247	0.	38.9981639	-76.7514702                                                                                                                                             
MD	24033800408	10478089	211968	4.046	0.082	38.9726945	-76.8073698                                                                                                                                       
MD	24033800409	7986896	48332	3.084	0.019	38.9840406	-76.7772461                                                                                                                                         
MD	24033800410	14359691	67185	5.544	0.026	39.0107193	-76.7682859                                                                                                                                        
MD	24033800411	33728099	971256	13.022	0.375	39.0245929	-76.8124995                                                                                                                                      
MD	24033800412	2178862	0	0.841	0.	38.9839494	-76.8433498                                                                                                                                                
MD	24033800413	1485027	1843	0.573	0.001	38.9864764	-76.8288898                                                                                                                                          
MD	24033800504	9817825	40578	3.791	0.016	38.9689221	-76.7177355                                                                                                                                         
MD	24033800505	2216583	0	0.856	0.	38.9581151	-76.7307043                                                                                                                                                
MD	24033800507	40411114	266564	15.603	0.103	38.9064512	-76.7062714                                                                                                                                      
MD	24033800511	4025176	0	1.554	0.	38.9112952	-76.729449                                                                                                                                                 
MD	24033800513	5893330	15270	2.275	0.006	38.9606453	-76.7593049                                                                                                                                         
MD	24033800514	7163916	6615	2.766	0.003	38.9592889	-76.7834766                                                                                                                                          
MD	24033800515	3134435	52961	1.21	0.02	38.9456938	-76.7452951                                                                                                                                           
MD	24033800516	2609549	39107	1.008	0.015	38.9454867	-76.7288343                                                                                                                                         
MD	24033800517	11813306	29644	4.561	0.011	38.912238	-76.7643572                                                                                                                                         
MD	24033800518	12780376	191351	4.935	0.074	38.929507	-76.7691425                                                                                                                                        
MD	24033800519	3127539	0	1.208	0.	38.9266468	-76.7247516                                                                                                                                                
MD	24033800520	645338	0	0.249	0.	38.9394397	-76.722106                                                                                                                                                  
MD	24033800521	10295901	29564	3.975	0.011	38.889193	-76.7802285                                                                                                                                         
MD	24033800522	4746178	3012	1.833	0.001	38.8843063	-76.7487053                                                                                                                                          
MD	24033800605	24369187	741705	9.409	0.286	38.7982387	-76.7484697                                                                                                                                       
MD	24033800606	2008020	74554	0.775	0.029	38.8278223	-76.7622344                                                                                                                                         
MD	24033800607	16425298	148319	6.342	0.057	38.8552574	-76.7754842                                                                                                                                       
MD	24033800608	11747379	98431	4.536	0.038	38.8558523	-76.7424353                                                                                                                                        
MD	24033800609	15788737	214224	6.096	0.083	38.8418527	-76.7119581                                                                                                                                       
MD	24033800701	27397345	56491	10.578	0.022	38.8401423	-76.8240372                                                                                                                                       
MD	24033800704	8596603	0	3.319	0.	38.7781062	-76.7828533                                                                                                                                                
MD	24033800705	9282814	38181	3.584	0.015	38.761088	-76.7865355                                                                                                                                          
MD	24033800706	11530097	28423	4.452	0.011	38.7764948	-76.8169711                                                                                                                                        
MD	24033800707	15718743	14570	6.069	0.006	38.805245	-76.7912595                                                                                                                                         
MD	24033800800	106692248	4690419	41.194	1.811	38.7107792	-76.7300104                                                                                                                                    
MD	24033800900	79975256	6133908	30.879	2.368	38.6048461	-76.7242704                                                                                                                                     
MD	24033801003	61935778	457953	23.914	0.177	38.6794572	-76.8631539                                                                                                                                      
MD	24033801004	36523559	219049	14.102	0.085	38.7250838	-76.8513765                                                                                                                                      
MD	24033801005	5191942	4858	2.005	0.002	38.7565957	-76.835778                                                                                                                                           
MD	24033801006	2737389	0	1.057	0.	38.7571595	-76.8230132                                                                                                                                                
MD	24033801105	3358082	3015	1.297	0.001	38.8072697	-76.8897501                                                                                                                                          
MD	24033801106	14701872	88621	5.676	0.034	38.8098033	-76.8691578                                                                                                                                        
MD	24033801207	8131945	4918	3.14	0.002	38.7540356	-76.8669781                                                                                                                                           
MD	24033801208	3621794	1980	1.398	0.001	38.7471805	-76.8905647                                                                                                                                          
MD	24033801209	2920232	1098	1.128	0.	38.7344628	-76.903318                                                                                                                                              
MD	24033801210	5310881	54112	2.051	0.021	38.7684717	-76.9235417                                                                                                                                         
MD	24033801211	3195061	4422	1.234	0.002	38.7827065	-76.9058928                                                                                                                                          
MD	24033801212	2704359	0	1.044	0.	38.7925306	-76.9156495                                                                                                                                                
MD	24033801213	5093436	0	1.967	0.	38.7747752	-76.9393047                                                                                                                                                
MD	24033801214	6260363	13919	2.417	0.005	38.7923197	-76.8505009                                                                                                                                         
MD	24033801215	6869303	27963	2.652	0.011	38.7650152	-76.8483924                                                                                                                                         
MD	24033801216	8030098	50027	3.1	0.019	38.7523033	-76.9148895                                                                                                                                           
MD	24033801217	4048877	6648	1.563	0.003	38.7651558	-76.890362                                                                                                                                           
MD	24033801302	28253212	3439815	10.909	1.328	38.6741134	-77.0360274                                                                                                                                     
MD	24033801305	8108884	13185	3.131	0.005	38.7642507	-76.9718128                                                                                                                                         
MD	24033801307	8707342	3220994	3.362	1.244	38.7318678	-77.0086623                                                                                                                                       
MD	24033801308	2606256	0	1.006	0.	38.7161564	-77.0005143                                                                                                                                                
MD	24033801309	7559948	8605317	2.919	3.323	38.7102524	-77.0317003                                                                                                                                       
MD	24033801310	25301636	85943	9.769	0.033	38.6633112	-76.9831879                                                                                                                                        
MD	24033801311	36270792	44428	14.004	0.017	38.7120864	-76.9495856                                                                                                                                       
MD	24033801312	6335934	7813	2.446	0.003	38.7183053	-76.9768917                                                                                                                                          
MD	24033801313	5332934	13666	2.059	0.005	38.745892	-76.9832014                                                                                                                                          
MD	24033801404	5234235	5410539	2.021	2.089	38.7909435	-77.0222938                                                                                                                                       
MD	24033801405	3422708	13230	1.322	0.005	38.7978743	-76.9902698                                                                                                                                         
MD	24033801406	4130673	18602	1.595	0.007	38.7771595	-76.9800136                                                                                                                                         
MD	24033801407	5883982	5770	2.272	0.002	38.792036	-76.949994                                                                                                                                            
MD	24033801408	2658399	0	1.026	0.	38.7998494	-76.9634017                                                                                                                                                
MD	24033801409	2885713	1062	1.114	0.	38.7901087	-76.9821766                                                                                                                                             
MD	24033801410	3030512	2681738	1.17	1.035	38.7564194	-77.023794                                                                                                                                         
MD	24033801411	3579498	4375	1.382	0.002	38.7700808	-77.001109                                                                                                                                           
MD	24033801500	3945056	1080225	1.523	0.417	38.8034632	-77.0119692                                                                                                                                       
MD	24033801600	549276	0	0.212	0.	38.8203631	-76.9964504                                                                                                                                                 
MD	24033801701	2167949	0	0.837	0.	38.8066469	-76.9437236                                                                                                                                                
MD	24033801702	1381131	0	0.533	0.	38.8103778	-76.9586498                                                                                                                                                
MD	24033801704	2343124	0	0.905	0.	38.8234411	-76.9807272                                                                                                                                                
MD	24033801707	2089822	0	0.807	0.	38.8130945	-76.9848028                                                                                                                                                
MD	24033801709	2961507	0	1.143	0.	38.8189496	-76.9628854                                                                                                                                                
MD	24033801801	659344	0	0.255	0.	38.8291686	-76.947898                                                                                                                                                  
MD	24033801802	1076605	0	0.416	0.	38.8348674	-76.950463                                                                                                                                                 
MD	24033801807	2950589	8754	1.139	0.003	38.8364528	-76.9705827                                                                                                                                          
MD	24033801808	1173651	0	0.453	0.	38.8327451	-76.9625289                                                                                                                                                
MD	24033801809	1488957	0	0.575	0.	38.8434318	-76.9570032                                                                                                                                                
MD	24033801901	4415828	0	1.705	0.	38.8083563	-76.9269322                                                                                                                                                
MD	24033801904	3832681	2892	1.48	0.001	38.8128814	-76.9058078                                                                                                                                           
MD	24033801905	4683358	32885	1.808	0.013	38.8259053	-76.9093403                                                                                                                                         
MD	24033801906	1874183	0	0.724	0.	38.8301626	-76.888256                                                                                                                                                 
MD	24033801907	4073761	7028	1.573	0.003	38.8268937	-76.935807                                                                                                                                           
MD	24033801908	1590366	1853	0.614	0.001	38.8436057	-76.9437961                                                                                                                                          
MD	24033802001	1864688	0	0.72	0.	38.8401426	-76.9194955                                                                                                                                                 
MD	24033802002	1897789	0	0.733	0.	38.8478842	-76.914964                                                                                                                                                 
